iter	Logloss
332	0.3935867798
333	0.3933489469
334	0.393188216
335	0.3929366151
336	0.3925425773
337	0.392168262
338	0.3917333426
339	0.3913546659
340	0.391068197
341	0.3907288981
342	0.3904190494
343	0.3900363464
344	0.3898316245
345	0.3896665735
346	0.3894701819
347	0.3891117463
348	0.3888812484
349	0.3886228354
350	0.3882328862
351	0.3879184115
352	0.3875008221
353	0.3872530941
354	0.3870494641
355	0.3867642638
356	0.386280719
357	0.3859565866
358	0.385742587
359	0.3855728036
360	0.3853136696
361	0.3850137359
362	0.384699431
363	0.3844766687
364	0.3842756498
365	0.3841246187
366	0.3837562411
367	0.3836374297
368	0.383383233
369	0.3830092936
370	0.3827677602
371	0.3822759055
372	0.3819700202
373	0.3817839121
374	0.3814462209
375	0.3812681189
376	0.3810946979
377	0.3808158822
378	0.3805446948
379	0.3802731469
380	0.3798505291
381	0.3795520209
382	0.3792497496
383	0.37895076
384	0.3787632792
385	0.3784995199
386	0.3782815635
387	0.3781174758
388	0.3781016778
389	0.3778559962
390	0.3775175816
391	0.3772443254
392	0.3769424608
393	0.3767410199
394	0.3765323669
395	0.3763269848
396	0.3760131711
397	0.3758154951
398	0.3754117546
399	0.3751909278
400	0.3751798991
401	0.3749746034
402	0.3746870051
403	0.3743785418
404	0.3740777614
405	0.3737904722
406	0.3735652034
407	0.3733536354
408	0.3731010426
409	0.3728129516
410	0.3725453208
411	0.3723085672
412	0.3720742908
413	0.3718468626
414	0.3716224096
415	0.3713916805
416	0.3711675866
417	0.370868355
418	0.3705831074
419	0.3703326831
420	0.3700458785
421	0.3697616485
422	0.3694971081
423	0.3692983224
424	0.3691196917
425	0.3688372995
426	0.3685030542
427	0.3682954454
428	0.3681308792
429	0.3676232406
430	0.3673648961
431	0.3671026795
432	0.3669403018
433	0.3666476996
434	0.3663072866
435	0.3660653458
436	0.3658356306
437	0.3654850166
438	0.3651278792
439	0.3648828751
440	0.3646384922
441	0.3644891243
442	0.3642336989
443	0.3641149164
444	0.3639506823
445	0.3637391904
446	0.3635769458
447	0.3633558597
448	0.363215646
449	0.3630336779
450	0.3628807379
451	0.3625202272
452	0.3621747269
453	0.3619995365
454	0.3618145113
455	0.3616555357
456	0.3614228224
457	0.3612331259
458	0.3611803424
459	0.3610252814
460	0.3608671557
461	0.3606713409
462	0.360456889
463	0.3602776123
464	0.3599562763
465	0.3598387353
466	0.3596082077
467	0.3593079647
468	0.3590007628
469	0.3586650492
470	0.3584116748
471	0.3581819845
472	0.357890704
473	0.3577445535
474	0.3575456325
475	0.3575366221
476	0.3573147716
477	0.3570187192
478	0.3567671563
479	0.3565234519
480	0.3562065397
481	0.3561031201
482	0.3559238298
483	0.355797365
484	0.3555726857
485	0.3552799386
486	0.3551340023
487	0.3548803728
488	0.3545666616
489	0.3541098465
490	0.3537865535
491	0.353480922
492	0.3532944876
493	0.3530603945
494	0.3528053333
495	0.3524917586
496	0.3523358638
497	0.3521233022
498	0.3519616877
499	0.3516916947
500	0.3514980124
501	0.3512624379
502	0.3510228861
503	0.3506677741
504	0.350525399
505	0.350357392
506	0.3501052436
507	0.3497723758
508	0.3495251208
509	0.3492739232
510	0.3489759061
511	0.3488211406
512	0.3486740669
513	0.3484358532
514	0.3481356202
515	0.3480730897
516	0.3478672805
517	0.3476764426
518	0.3474434373
519	0.3471402448
520	0.34702037
521	0.346871628
522	0.3466844169
523	0.3465481859
524	0.3462900532
525	0.3460873337
526	0.3457621922
527	0.3456411961
528	0.3453658095
529	0.3451759358
530	0.345066539
531	0.344811355
532	0.3446363341
533	0.3443214841
534	0.3441183182
535	0.3439222411
536	0.3438472741
537	0.3435932827
538	0.3433134908
539	0.3431356328
540	0.3429907729
541	0.3427663088
542	0.3426359551
543	0.3424301945
544	0.3422736066
545	0.3420518061
546	0.3418650101
547	0.3416514753
548	0.3413640349
549	0.3411423346
550	0.340705579
551	0.3403767881
552	0.3401586433
553	0.3401386466
554	0.3398052325
555	0.3395612933
556	0.339286128
557	0.3391304398
558	0.3389144597
559	0.3387353811
560	0.3385498161
561	0.338295494
562	0.3380233647
563	0.3375319907
564	0.3373205118
565	0.3372039901
566	0.3369804287
567	0.3367569824
568	0.3366399009
569	0.3363989747
570	0.3361968023
571	0.3358367189
572	0.3356464298
573	0.3355238868
574	0.3352251621
575	0.3349541951
576	0.3347460876
577	0.334402631
578	0.3341237171
579	0.3339233818
580	0.3335207567
581	0.333342203
582	0.3330795411
583	0.3328514292
584	0.3326591957
585	0.3324232355
586	0.3322037538
587	0.331939565
588	0.3317225365
589	0.3315108607
590	0.3311642749
591	0.3310456146
592	0.3309941458
593	0.3308115312
594	0.3306975664
595	0.3305236144
596	0.3302249048
597	0.3300341714
598	0.3297658823
599	0.3295699245
600	0.3293940233
601	0.3293286659
602	0.3291613211
603	0.328847021
604	0.3286446045
605	0.3285210341
606	0.3282161126
607	0.3279529755
608	0.3277059011
609	0.327542994
610	0.327437099
611	0.3272611531
612	0.32705078
613	0.3269274954
614	0.3267943318
615	0.3264746038
616	0.3263840059
617	0.3262475279
618	0.3260812495
619	0.3258469668
620	0.3255968734
621	0.3253931086
622	0.3252229556
623	0.3250652401
624	0.324910621
625	0.3247466003
626	0.324539438
627	0.3244328993
628	0.3242988547
629	0.324158721
630	0.3239173026
631	0.3237616908
632	0.3236145395
633	0.3234457605
634	0.3233244043
635	0.3232039997
636	0.3227933305
637	0.3226010241
638	0.3223979554
639	0.3221775616
640	0.3219784945
641	0.3217835996
642	0.3215999578
643	0.3214623693
644	0.32124689
645	0.3210551266
646	0.3209383236
647	0.320624279
648	0.3204580723
649	0.320263849
650	0.319983418
651	0.3198026235
652	0.319537139
653	0.319279166
654	0.3190248988
655	0.3187997595
656	0.3186517236
657	0.318458983
658	0.3181085442
659	0.3179916759
660	0.3178259355
661	0.3175540249
662	0.3173306892
663	0.3170711935
664	0.3168908157
665	0.3165858983
666	0.3164324268
667	0.3162658085
668	0.3159815191
669	0.3157560054
670	0.3155868776
671	0.3152727594
672	0.3151714086
673	0.3147960716
674	0.3146073578
675	0.3143976823
676	0.3142189383
677	0.3142136831
678	0.3140799087
679	0.3138411731
680	0.3136745235
681	0.3135313745
682	0.3132754689
683	0.3131218231
684	0.3129206573
685	0.3127042511
686	0.3125030473
687	0.3123513447
688	0.312131948
689	0.3118702463
690	0.3118081872
691	0.3116909726
692	0.3113974983
693	0.3112385852
694	0.3111334563
695	0.3110440451
696	0.3108583717
697	0.3107231583
698	0.310325357
699	0.3100843612
700	0.3098972408
701	0.3097207746
702	0.3095061435
703	0.309196395
704	0.3090492858
705	0.3089516553
706	0.3088427422
707	0.3086197683
708	0.3083184063
709	0.3080872093
710	0.3079176073
711	0.3076711842
712	0.3076515048
713	0.3074997774
714	0.3073864929
715	0.3072377469
716	0.3068737504
717	0.306719083
718	0.3065349193
719	0.3063066387
720	0.3061049842
721	0.3059198347
722	0.3057286619
723	0.3055962473
724	0.3055051083
725	0.3052269117
726	0.3051305141
727	0.3049752292
728	0.3047988653
729	0.304577918
730	0.3044256179
731	0.3041644438
732	0.3038596179
733	0.3037035917
734	0.3035995364
735	0.3033146668
736	0.3031006385
737	0.3028835536
738	0.3027098981
739	0.3024745047
740	0.3021963862
741	0.3020350291
742	0.3019115046
743	0.3017224894
744	0.301582268
745	0.3014616351
746	0.3013457972
747	0.3011954897
748	0.3009881867
749	0.3007763456
750	0.300567663
751	0.3004046263
752	0.3002945707
753	0.3001702154
754	0.3000299468
755	0.2998722109
756	0.2997258788
757	0.2995233693
758	0.2992652869
759	0.2991801142
760	0.2989488475
761	0.2988267341
762	0.2985226111
763	0.2983238156
764	0.2981990249
765	0.2979572254
766	0.2976787147
767	0.297514041
768	0.2973603067
769	0.2972329901
770	0.2970461019
771	0.2968669375
772	0.2967062514
773	0.2963988678
774	0.2962349817
775	0.2961196066
776	0.2959838786
777	0.2957936017
778	0.2956193918
779	0.2954866324
780	0.2953670542
781	0.2950824213
782	0.2948526926
783	0.2946927169
784	0.2945774343
785	0.294388534
786	0.2942233531
787	0.29412354
788	0.2939422966
789	0.2937321095
790	0.2935779328
791	0.2933827394
792	0.2933564088
793	0.2932703607
794	0.2930086102
795	0.292866725
796	0.2927318728
797	0.2925264382
798	0.292393847
799	0.2921936486
800	0.2919311938
801	0.2916955387
802	0.2916364992
803	0.2914065753
804	0.2912484265
805	0.291125837
806	0.2909766137
807	0.2908475365
808	0.290714468
809	0.290585633
810	0.2903494328
811	0.2902486076
812	0.2901134276
813	0.28990411
814	0.2897403182
815	0.2895611895
816	0.2892621523
817	0.2890044971
818	0.2889095252
819	0.2888480189
820	0.2886467901
821	0.2885304566
822	0.2884220174
823	0.2882117621
824	0.2880427619
825	0.2879359126
826	0.2878126171
827	0.2877096938
828	0.2874830837
829	0.2873431903
830	0.287138598
831	0.286954619
832	0.2867649638
833	0.2866871308
834	0.2863128388
835	0.2861502386
836	0.2860035743
837	0.2857576906
838	0.2855802187
839	0.2853892767
840	0.2851690883
841	0.2849968411
842	0.2849846651
843	0.2847819798
844	0.2845803522
845	0.284375278
846	0.2842660925
847	0.2842548508
848	0.2840964136
849	0.283904708
850	0.2836876149
851	0.2835271174
852	0.2833285551
853	0.2832087923
854	0.2830420683
855	0.2829623447
856	0.2828507777
857	0.2825951602
858	0.2824668812
859	0.28235058
860	0.2822876737
861	0.2822013821
862	0.2820707624
863	0.2819212325
864	0.2817927462
865	0.2815657678
866	0.2813520103
867	0.2811147734
868	0.2810096956
869	0.2808943729
870	0.280715679
871	0.2805926675
872	0.2803916887
873	0.280206812
874	0.280030004
875	0.2797999767
876	0.2796514686
877	0.279553172
878	0.2794398575
879	0.2793167831
880	0.2791859275
881	0.2789651687
882	0.2788418774
883	0.2786572058
884	0.2785571909
885	0.2783445657
886	0.2782248032
887	0.2780774163
888	0.2778871135
889	0.2777890319
890	0.2776863398
891	0.2775957244
892	0.2773322505
893	0.2771345499
894	0.2769374048
895	0.2768137903
896	0.2766976306
897	0.2766199213
898	0.2765133916
899	0.2764587869
900	0.2764007169
901	0.2762650769
902	0.276171922
903	0.2760265287
904	0.2760144596
905	0.2758268864
906	0.275631947
907	0.2752829998
908	0.2750397237
909	0.2748825975
910	0.2747559514
911	0.2745960265
912	0.2742786376
913	0.2740922731
914	0.2739511773
915	0.273829994
916	0.2736042456
917	0.2733600986
918	0.2732200385
919	0.2731323039
920	0.2729859615
921	0.272848497
922	0.2727157156
923	0.272503432
924	0.2723941396
925	0.2721724558
926	0.2720325037
927	0.2719047879
928	0.2717736437
929	0.2716493694
930	0.2715705217
931	0.2713987347
932	0.2712088873
933	0.2710460626
934	0.2709107303
935	0.2707095684
936	0.2706183032
937	0.2702341239
938	0.2700614832
939	0.2699393943
940	0.2698161914
941	0.2696672985
942	0.2694982342
943	0.2692022931
944	0.2691078573
945	0.2689691909
946	0.2688504501
947	0.2686675026
948	0.2685072758
949	0.2683939939
950	0.2682541606
951	0.2680834946
952	0.2679963457
953	0.267920281
954	0.2677796374
955	0.267645498
956	0.267497536
957	0.2673129942
958	0.2672075813
959	0.2671269557
960	0.2670085766
961	0.2668459492
962	0.2667115637
963	0.2664995426
964	0.2663948394
965	0.2662904658
966	0.266225677
967	0.2661116656
968	0.266018793
969	0.2658179863
970	0.2657264153
971	0.2655527864
972	0.2654047036
973	0.2653247144
974	0.2651303087
975	0.2650116029
976	0.2648051606
977	0.2645028946
978	0.2643811837
979	0.264225639
980	0.2639929823
981	0.2638989388
982	0.2637407697
983	0.2635802149
984	0.2633821402
985	0.2631883244
986	0.26307153
987	0.2629050567
988	0.2627412924
989	0.2625424747
990	0.2623013462
991	0.2622121917
992	0.262097119
993	0.2620392472
994	0.2618702648
995	0.2617084736
996	0.261590114
997	0.2615261326
998	0.2614366052
999	0.2613299452
